model,method,compression,alpha,tau,FLOPs (G),Params (M),Latency (ms),RAM (MB)
resnet18,red,0.5,0.3,0.05,1.83 GMac,11.69 M,15.501173337300617,354.984375
resnet18,red,0.5,0.3,0.05,,,1.83 GMac,11.69 M,13.347633679707846,473.46875
resnet18,red,0.9,0.3,0.05,,,1.83 GMac,11.69 M,13.046137491861979,525.390625
resnet18,red,0.9,0.3,0.05,,,1.83 GMac,11.69 M,13.134535153706867,492.90625
resnet18,builtin,0.5,,,,,1.83 GMac,11.69 M,17.467832565307617,586.609375
resnet18,builtin,0.5,,,,,1.83 GMac,11.69 M,17.098442713419598,529.25
resnet18,builtin,0.2,,,,,1.83 GMac,11.69 M,16.907223065694176,488.0625
resnet18,builtin,0.2,,,,,1.83 GMac,11.69 M,16.29294554392497,557.078125
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,18.045759201049805,558.734375
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,17.314068476359047,513.265625
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,16.638271013895668,503.6875,1.83 GMac,11.69 M,13.808194796244305,498.421875
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,16.947468121846516,543.390625,1.83 GMac,11.69 M,12.868364651997885,536.09375
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,16.7128324508667,514.6875,1.83 GMac,11.69 M,13.736708958943685,521.828125
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,16.99682871500651,559.765625,1.83 GMac,11.69 M,14.335227012634277,561.609375
resnet18,builtin,0.9,,,,,ln_structured,1.83 GMac,11.69 M,16.149099667867027,572.890625,1.83 GMac,11.69 M,12.884529431660969,572.953125
resnet18,builtin,0.9,,,,,ln_structured,1.83 GMac,11.69 M,16.746226946512856,574.953125,1.83 GMac,11.69 M,14.001862208048502,590.625
resnet18,builtin,0.9,,,,,ln_structured,1.83 GMac,11.69 M,16.403865814208984,546.234375,1.83 GMac,11.69 M,14.209365844726562,546.453125
resnet18,builtin,0.9,,,,,l1_unstructured,1.83 GMac,11.69 M,16.928768157958984,565.234375,1.83 GMac,11.69 M,13.266229629516602,565.5
resnet18,builtin,0.9,,,,,l1_unstructured,1.83 GMac,11.69 M,16.523035367329914,612.953125,1.83 GMac,11.69 M,15.402634938557943,613.703125
resnet18,builtin,0.9,,,,,l1_unstructured,1.83 GMac,11.69 M,18.618138631184895,561.453125,1.83 GMac,11.69 M,13.578669230143229,557.15625
mobilenet_v2,builtin,0.9,,,,,l1_unstructured,320.3 MMac,3.5 M,13.526399930318197,509.75,320.3 MMac,3.5 M,15.112829208374023,538.484375
mobilenet_v2,builtin,0.9,,,,,l1_unstructured,320.3 MMac,3.5 M,13.67482344309489,520.828125,320.3 MMac,3.5 M,13.469099998474121,544.859375
mobilenet_v2,builtin,0.9,,,,,l1_unstructured,320.3 MMac,3.5 M,13.304527600606281,535.359375,320.3 MMac,3.5 M,15.018463134765625,550.109375
mobilenet_v2,builtin,0.5,,,,,random_structured,320.3 MMac,3.5 M,13.732131322224934,473.5625,320.3 MMac,3.5 M,13.75885804494222,499.109375
mobilenet_v2,builtin,0.5,,,,,random_structured,320.3 MMac,3.5 M,13.289403915405273,486.0,320.3 MMac,3.5 M,11.689400672912598,514.421875
resnet18,builtin,0.1,,,,,l1_unstructured,1.83 GMac,11.69 M,17.808302243550617,590.96875,1.83 GMac,11.69 M,13.880125681559244,574.578125
resnet18,builtin,0.3,,,,,l1_unstructured,1.83 GMac,11.69 M,16.646337509155273,621.5625,1.83 GMac,11.69 M,13.177935282389324,621.625
resnet18,builtin,0.5,,,,,l1_unstructured,1.83 GMac,11.69 M,19.867698351542156,492.984375,1.83 GMac,11.69 M,22.832234700520832,485.921875
resnet18,builtin,0.7,,,,,l1_unstructured,1.83 GMac,11.69 M,16.652727127075195,585.765625,1.83 GMac,11.69 M,13.456066449483236,585.015625
resnet18,builtin,0.9,,,,,l1_unstructured,1.83 GMac,11.69 M,16.5009339650472,610.53125,1.83 GMac,11.69 M,13.57426643371582,624.484375
resnet18,builtin,0.1,,,,,ln_structured,1.83 GMac,11.69 M,16.436266899108887,577.421875,1.83 GMac,11.69 M,13.452998797098795,577.484375
resnet18,builtin,0.3,,,,,ln_structured,1.83 GMac,11.69 M,16.664036115010582,588.8125,1.83 GMac,11.69 M,15.78526496887207,595.84375
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,16.017436981201172,548.0,1.83 GMac,11.69 M,12.778997421264648,548.171875
resnet18,builtin,0.7,,,,,ln_structured,1.83 GMac,11.69 M,16.492064793904625,570.296875,1.83 GMac,11.69 M,13.593331972757975,570.375
resnet18,builtin,0.9,,,,,ln_structured,1.83 GMac,11.69 M,16.313505172729492,582.890625,1.83 GMac,11.69 M,13.56198787689209,583.953125
resnet18,builtin,0.1,,,,,random_structured,1.83 GMac,11.69 M,16.318527857462566,544.953125,1.83 GMac,11.69 M,12.415337562561035,544.953125
resnet18,builtin,0.3,,,,,random_structured,1.83 GMac,11.69 M,16.318599383036297,573.421875,1.83 GMac,11.69 M,13.551266988118488,573.59375
resnet18,builtin,0.5,,,,,random_structured,1.83 GMac,11.69 M,16.515723864237465,564.859375,1.83 GMac,11.69 M,12.900598843892416,564.90625
resnet18,builtin,0.7,,,,,random_structured,1.83 GMac,11.69 M,35.47743956247965,382.96875,1.83 GMac,11.69 M,17.74142583211263,357.15625
resnet18,builtin,0.9,,,,,random_structured,1.83 GMac,11.69 M,17.930833498636883,581.953125,1.83 GMac,11.69 M,15.677706400553385,603.984375
mobilenet_v2,builtin,0.1,,,,,l1_unstructured,320.3 MMac,3.5 M,13.847970962524414,507.609375,320.3 MMac,3.5 M,12.741931279500326,531.96875
mobilenet_v2,builtin,0.3,,,,,l1_unstructured,320.3 MMac,3.5 M,14.427002271016438,491.9375,320.3 MMac,3.5 M,14.419166247049969,510.984375
mobilenet_v2,builtin,0.5,,,,,l1_unstructured,320.3 MMac,3.5 M,15.334033966064453,479.265625,320.3 MMac,3.5 M,16.00330670674642,515.53125
mobilenet_v2,builtin,0.7,,,,,l1_unstructured,320.3 MMac,3.5 M,22.40760326385498,523.890625,320.3 MMac,3.5 M,16.26613140106201,546.734375
mobilenet_v2,builtin,0.9,,,,,l1_unstructured,320.3 MMac,3.5 M,16.58316453297933,557.484375,320.3 MMac,3.5 M,16.883468627929688,568.984375
mobilenet_v2,builtin,0.1,,,,,ln_structured,320.3 MMac,3.5 M,20.082402229309082,495.328125,320.3 MMac,3.5 M,17.570670445760094,499.96875
mobilenet_v2,builtin,0.3,,,,,ln_structured,320.3 MMac,3.5 M,15.152978897094727,496.6875,320.3 MMac,3.5 M,23.834967613220215,453.34375
mobilenet_v2,builtin,0.5,,,,,ln_structured,320.3 MMac,3.5 M,15.780123074849445,483.234375,320.3 MMac,3.5 M,15.536904335021973,489.1875
mobilenet_v2,builtin,0.7,,,,,ln_structured,320.3 MMac,3.5 M,14.890575408935547,506.5,320.3 MMac,3.5 M,16.649929682413738,543.59375
mobilenet_v2,builtin,0.9,,,,,ln_structured,320.3 MMac,3.5 M,14.372769991556805,496.34375,320.3 MMac,3.5 M,17.076762517293293,534.453125
mobilenet_v2,builtin,0.1,,,,,random_structured,320.3 MMac,3.5 M,13.832696278889975,466.703125,320.3 MMac,3.5 M,14.019131660461426,472.390625
mobilenet_v2,builtin,0.3,,,,,random_structured,320.3 MMac,3.5 M,16.976237297058105,471.984375,320.3 MMac,3.5 M,18.139068285624184,502.84375
mobilenet_v2,builtin,0.5,,,,,random_structured,320.3 MMac,3.5 M,15.639638900756834,514.359375,320.3 MMac,3.5 M,16.229637463887535,539.4375
mobilenet_v2,builtin,0.7,,,,,random_structured,320.3 MMac,3.5 M,16.262292861938477,466.78125,320.3 MMac,3.5 M,15.169072151184082,480.75
mobilenet_v2,builtin,0.9,,,,,random_structured,320.3 MMac,3.5 M,22.257463137308758,399.421875,320.3 MMac,3.5 M,20.76884110768636,400.234375
resnet18,builtin,0.1,,,,,l1_unstructured,1.83 GMac,11.69 M,17.708031336466473,585.375,1.83 GMac,11.69 M,14.732726414998373,583.109375
resnet18,builtin,0.3,,,,,l1_unstructured,1.83 GMac,11.69 M,15.93933900197347,611.921875,1.83 GMac,11.69 M,14.499330520629883,612.9375
resnet18,builtin,0.5,,,,,l1_unstructured,1.83 GMac,11.69 M,17.139657338460285,532.953125,1.83 GMac,11.69 M,14.286637306213379,535.078125
resnet18,builtin,0.7,,,,,l1_unstructured,1.83 GMac,11.69 M,22.351034482320152,471.578125,1.83 GMac,11.69 M,15.699966748555502,472.09375
resnet18,builtin,0.9,,,,,l1_unstructured,1.83 GMac,11.69 M,16.248067220052082,622.015625,1.83 GMac,11.69 M,12.664993604024252,622.03125
resnet18,builtin,0.1,,,,,ln_structured,1.83 GMac,11.69 M,15.939664840698242,541.09375,1.83 GMac,11.69 M,14.291930198669434,548.328125
resnet18,builtin,0.3,,,,,ln_structured,1.83 GMac,11.69 M,16.263167063395183,529.390625,1.83 GMac,11.69 M,13.493331273396809,529.46875
resnet18,builtin,0.5,,,,,ln_structured,1.83 GMac,11.69 M,18.5435692469279,508.015625,1.83 GMac,11.69 M,15.314531326293945,421.546875
resnet18,builtin,0.7,,,,,ln_structured,1.83 GMac,11.69 M,20.835169156392418,522.625,1.83 GMac,11.69 M,15.395863850911459,502.28125
resnet18,builtin,0.9,,,,,ln_structured,1.83 GMac,11.69 M,15.84180196126302,530.390625,1.83 GMac,11.69 M,13.610506057739258,530.5
resnet18,builtin,0.1,,,,,random_structured,1.83 GMac,11.69 M,16.51003360748291,568.921875,1.83 GMac,11.69 M,12.705500920613606,568.953125
resnet18,builtin,0.3,,,,,random_structured,1.83 GMac,11.69 M,16.27833048502604,571.65625,1.83 GMac,11.69 M,14.343762397766113,571.765625
resnet18,builtin,0.5,,,,,random_structured,1.83 GMac,11.69 M,16.08736515045166,544.609375,1.83 GMac,11.69 M,12.964828809102377,544.625
resnet18,builtin,0.7,,,,,random_structured,1.83 GMac,11.69 M,16.454100608825684,563.34375,1.83 GMac,11.69 M,13.002490997314453,563.421875
resnet18,builtin,0.9,,,,,random_structured,1.83 GMac,11.69 M,16.718530654907227,572.515625,1.83 GMac,11.69 M,13.635603586832683,574.28125
mobilenet_v2,builtin,0.1,,,,,l1_unstructured,320.3 MMac,3.5 M,13.788533210754395,526.875,320.3 MMac,3.5 M,15.769934654235838,542.5
mobilenet_v2,builtin,0.3,,,,,l1_unstructured,320.3 MMac,3.5 M,14.172967274983723,529.15625,320.3 MMac,3.5 M,17.191028594970703,552.234375
mobilenet_v2,builtin,0.5,,,,,l1_unstructured,320.3 MMac,3.5 M,16.48087501525879,524.953125,320.3 MMac,3.5 M,14.722792307535808,541.921875
mobilenet_v2,builtin,0.7,,,,,l1_unstructured,320.3 MMac,3.5 M,14.172069231669107,523.125,320.3 MMac,3.5 M,16.204039255777996,547.765625
mobilenet_v2,builtin,0.9,,,,,l1_unstructured,320.3 MMac,3.5 M,14.910467465718588,532.046875,320.3 MMac,3.5 M,13.286209106445312,554.484375
mobilenet_v2,builtin,0.1,,,,,ln_structured,320.3 MMac,3.5 M,18.466361363728844,505.875,320.3 MMac,3.5 M,15.131966272989908,525.09375
mobilenet_v2,builtin,0.3,,,,,ln_structured,320.3 MMac,3.5 M,17.116038004557293,513.53125,320.3 MMac,3.5 M,16.79983933766683,539.78125
mobilenet_v2,builtin,0.5,,,,,ln_structured,320.3 MMac,3.5 M,16.122039159139,436.578125,320.3 MMac,3.5 M,15.882992744445803,428.140625
mobilenet_v2,builtin,0.7,,,,,ln_structured,320.3 MMac,3.5 M,16.35760466257731,496.703125,320.3 MMac,3.5 M,14.857594172159832,523.0
mobilenet_v2,builtin,0.9,,,,,ln_structured,320.3 MMac,3.5 M,13.871002197265625,494.953125,320.3 MMac,3.5 M,15.71500301361084,535.578125
mobilenet_v2,builtin,0.1,,,,,random_structured,320.3 MMac,3.5 M,14.842510223388672,481.84375,320.3 MMac,3.5 M,14.734268188476562,518.265625
mobilenet_v2,builtin,0.3,,,,,random_structured,320.3 MMac,3.5 M,15.120442708333332,499.625,320.3 MMac,3.5 M,15.09386698404948,515.5625
mobilenet_v2,builtin,0.5,,,,,random_structured,320.3 MMac,3.5 M,13.924264907836914,482.234375,320.3 MMac,3.5 M,14.84087308247884,513.25
mobilenet_v2,builtin,0.7,,,,,random_structured,320.3 MMac,3.5 M,13.962435722351074,523.078125,320.3 MMac,3.5 M,15.59150218963623,553.78125
mobilenet_v2,builtin,0.9,,,,,random_structured,320.3 MMac,3.5 M,13.921729723612467,484.5625,320.3 MMac,3.5 M,14.318426450093588,523.765625
